source	name	slot_guess	mechanic
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Leader lineage succession	unknown	Retiring a maxed leader unlocks its heir with a carried-over power.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Imitator	skill	A Gaff copy of another card in the deck that scores more than the original while the original is absent.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Calm Voice	skill	Negates one disaster event by converting it into a show, gaining fame from the crisis.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Endless Fan	skill	Draw +1 card every turn while spotlit.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Ambitious Card	skill	Always rises to the top of the deck after shuffles; a related secret rewards beating a 'Houdini' boss with it.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Bamberg dynasty saves	unknown	A family line of decks where each generation inherits one card.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Second Sight pair	skill	While both cards of the pair are on board, the top card of the deck is always revealed.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Card Index	skill	Cue: search the deck for any card and put it in the Entrance.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Walking Through the Wall	skill	Move a card through an occupied slot to the other side.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Jaded city (Richiardi)	boss	Only shock (Danger/negative) acts impress here; a horror-show variant scoring rule applies.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Dove production	skill	Scored melds release dove tokens: rank-1 fliers that land on random columns as free cards.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Grand Vanish	skill	Hides an entire column (can't be seen, targeted, or scored) for a turn, then it returns with interest.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Thrown cards	skill	A Knives/card-throwing crossover card.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Exposure cost	rule	Revealing a Gaff's true nature (the player's own or a boss's) carries a cost.
DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal	The Rappings	unknown	A 'haunted' node where answers come by knocks; debunking it does not un-haunt the town.
DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal	The Spirit Cabinet	skill	Cover this card fully and its column's effects trigger as if spotlit ('by spirits').
DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal	Spirit Photo consumable	consumable	Capture a 'ghost copy' of any card for one show.
DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal	The Board (Ouija)	consumable	Ask the deck one yes/no question per show.
DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal	The Committee	unknown	Submit a Gaff for 'testing': huge reward if it survives scrutiny, destroyed if not.
DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal	Blackout turn	rule	One turn is played entirely with a facedown board.
DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal	X-Ray Eyes	skill	While this card is covered (blinded), the player can see all facedown/hidden cards.
DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal	Clever Hans	skill	Appears to calculate a rank but actually copies its neighbor's value; if the neighbor leaves, it's revealed as rank 1.
DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal	The Sapient Pig	skill	Reveals the description of any facedown or unknown card once per turn.
DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	The Turk	skill	An Automaton card secretly powered by the card hidden beneath it; its power equals the hidden card's rank, and removing that card stops it.
DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	The Duck	skill	Pretends to consume cards (they secretly go to a hidden store, retrievable later) — a fake Gluttony.
DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	Pepper's Ghost	skill	An intangible duplicate of one card appears in the opposite zone; scores as if real but can't be touched or attacked.
DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	Panorama consumable	consumable	Reveals the whole map's silhouette.
DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	The Raree Box	consumable	Peek at the next N cards of the deck for the cost of a gold card.
DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	The Chamber (Waxworks)	unknown	A museum node that buys 'likenesses' of the player's destroyed cards for gold.
DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	The Machine (fortune-teller)	unknown	Pay a gold card to receive a guaranteed true fact about the next 3 nodes.
DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	Named court card identities	unknown	Face cards have hidden historical identities discoverable through play; uncovering all 12 grants a meta reward.
DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Forged Ace	unknown	A counterfeit card of enormous value; if a town inspects it, the run's economy takes a penalty.
DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Uncredited Artist	unknown	A hidden signature on the card art that, once found, adds the artist as a playable card.
DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Holdout	skill	Store one card outside the game; insert it into any stack at any moment (once); if a town 'searches' the player, it is lost.
DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Cooler	consumable	Replace the remaining draw deck with a perfectly pre-ordered copy, once per run.
DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	Marked stamp	stamp	The player always knows where this card currently sits in the deck.
DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	Bottom Deal	skill	Draw from the bottom of the deck this turn.
DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Faro Bank	unknown	A gambling node where the house cheats, and the player may cheat back.
DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	Run the monte (thrower)	unknown	Play the monte-thrower role yourself for gold, risking town reputation.
DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	Dead Man's Hand	unknown	Scoring two pair, aces over eights, triggers a morbid jackpot plus a ghost event.
DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	Gambler leader (Poker Alice)	type	A leader built for a casino-flavored deck.
DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	Canfield rules economy	rule	Pay cards to play, earn gold per card scored, as an explicit town/deck economy variant.
DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Exile (daily challenge)	unknown	An endless-mode vignette used as a hard, fixed daily-challenge layout.
DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Escape Map	skill	Discarding (soaking) this card reveals part of the world map's fog of war.
DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Mitt Camp	unknown	Pay for a reading: a true random fact about the run's future, seeded so it's always honest.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Brass Ring	rule	A bonus token rotates around the board's columns each turn; scoring the column while the ring sits on it grants a grab bonus.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Ghost Train	unknown	A blind node whose contents can't be previewed, offering better average rewards.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	Hall of Mirrors	boss	The boss show duplicates the board's reflection with fake copies (Gaffs) of the player's cards to play around.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Arcade	unknown	A minigame node reusing solitaire-variant events for tickets.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Lecture	unknown	An 'educational' framing converts any card's flavor text into fame.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	Exposition City	boss	An enormous once-per-map goal where every suit is welcomed.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Unicorn	skill	An Animal Gaff that scores as legendary until any player effect inspects it.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	Resort towns	boss	Lower goals, better shops, no bosses.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Kickline	skill	A full-row Dancer formation bonus when all 5 columns' top cards share a suit.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The New Act	unknown	An unheard-of attraction (a mechanic not yet unlocked) previews for one show.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Rat Sheet	consumable	Raises a Rival Show's difficulty for everyone, but steals part of its fame if both parties pass.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Showdown	unknown	Play the same town 'against' a rival's score; the winner takes both crowds.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Patch	consumable	Cancels one town penalty/hazard before it applies.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	Fog-of-war route arrows	rule	Arrow markers stay visible on map edges the player has already scouted.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The At Liberty pool	rule	Between towns, hire discounted cards other 'shows' have dropped.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	Meal call (cookhouse flag)	rule	A mid-tour rest tick heals one debuff per card, once per region.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Disaster March	unknown	A hidden audio cue plays one turn before a surprise boss effect, rewarding players who learn the tell.
DESIGN_REFERENCES.md §E The Fairground, Midway & Business	Configurable rhythm-buff (calliope organ)	consumable	A punched-card organ mechanic where the player configures a programmable rhythm-buff card.
DESIGN_REFERENCES.md §F1 Theater & Opera	Deus ex machina consumable	consumable	One automatic show-save per run, deliberately framed as feeling like a cheat.
DESIGN_REFERENCES.md §F1 Theater & Opera	Chorus cards	skill	Reveal the boss's next intent one turn early while any two Chorus cards share a row.
DESIGN_REFERENCES.md §F1 Theater & Opera	The Two Masks	skill	A flip-state card: comedy side buffs neighbors, tragedy side buffs itself; flips every time it scores.
DESIGN_REFERENCES.md §F1 Theater & Opera	Judged festival (City Dionysia)	boss	Scores in separate categories (best formation/suit spread/single meld) instead of one total.
DESIGN_REFERENCES.md §F1 Theater & Opera	Hire a claque	unknown	Guarantees minimum fame this show, but demands payment at every subsequent show.
DESIGN_REFERENCES.md §F1 Theater & Opera	The loggione	boss	Common cards earn nothing here; legendary cards earn triple.
DESIGN_REFERENCES.md §F1 Theater & Opera	The Diva	skill	Strongest card in her class, but her skill is disabled unless placed first each show.
DESIGN_REFERENCES.md §F1 Theater & Opera	The Scottish Play curse	unknown	Cueing a cursed card by its true name triggers bad luck; a discoverable ritual sequence cleanses it.
DESIGN_REFERENCES.md §F1 Theater & Opera	The Stray Whistle	unknown	A random Entrance card drops early into a random column.
DESIGN_REFERENCES.md §F1 Theater & Opera	Inverted-blessing naming	unknown	Debuff-granting cards carry well-wishing names, and vice versa.
DESIGN_REFERENCES.md §F1 Theater & Opera	The Encore Exit	skill	Voluntarily discard this card mid-show; it is called back next turn at +rank.
DESIGN_REFERENCES.md §F1 Theater & Opera	The audience warns you	rule	The crowd (UI) shouts a warning one step before a hazard hits a card; villains earn boos (heat).
DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Kayfabe rule card	rule	While in play, all Gaffs/Humbugs count as real and score as what they pretend to be; removing it reverts everything.
DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	Face/heel alignment	rule	Cards have face/heel modes with different bonuses; towns prefer one alignment or the other.
DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	Heat as second currency	rule	Heel shows earn heat instead of fame; some towns pay more for a villain.
DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Heel Turn	unknown	Flips the leader to heel mode mid-tour: new powers, every town's reaction changes, no going back this run.
DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Hometown Hero	skill	Names the current town when scored, granting a small bonus in every town universally.
DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Belt	stamp	Exactly one card in the world holds it, doubling that card; belt-challenge bosses can take it away.
DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Designated Loser	boss	A boss the player always beats, with a hidden 1-in-1000 chance it wins instead.
DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Screwjob	unknown	Once per profile, a rule card betrays the player at the worst moment, legally by its own text.
DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Blind Spot	rule	While the town inspector watches one zone, banned (Outlawed) cards can act in the other zone.
DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Manager	skill	Cues an adjacent card's ability as its own action.
DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Mask Wager	unknown	Stakes a card's stamp/identity in a duel; unmasking is permanent across the save file.
DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Streak	unknown	Per-card win streaks are tracked on the card itself; fame scales with streak, and a broken streak fires a mourning event.
DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Crowd Surf	skill	Passes a card across the tops of all columns hand-to-hand, gaining +1 per column crossed, but is discarded if any column is empty.
DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Rider	skill	Long rule text hides one small instruction; obeying it doubles the card.
DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Soundcheck	rule	One free non-scoring rehearsal turn at show start: see the board, move once, no submit.
DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	Crowd glow	rule	During a low-scoring turn, the crowd trickles in small fame regardless.
DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Overrun	unknown	The show goes free (zero gold), but grants enormous permanent fame and permanently changes the town.
DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Scam Booking	unknown	Arrive to find no venue; improvise a show where only commons score, or eat the failure; mirror version lets the player oversell (declare beyond deck) at risk.
DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Skipping Tape	unknown	A Gaff that already scored gets exposed retroactively; the player pays back its fame.
DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The International Final	boss	Neighboring map regions 'vote': suits favored by regions the player toured generously score extra.
DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Pitch Lottery	unknown	Bid gold cards for first pick of the next three nodes.
DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Hat	rule	After any show, an optional flourish converts leftover combo into gold instead of fame.
DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom	Houses	rule	Cards belong to named houses with Mother/leader cards; category walks are judged-show scoring events.
DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom	The Pose (Voguing)	rule	Holding a scored formation one extra beat grants bonus tips.
DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom	The Elimination Save	rule	When two cards would be destroyed/discarded at once, they duel and the winner survives.
DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom	Crew formation battle / class legalization	unknown	Crew vs. crew formation battles; a street class becomes town-legal as the meta progresses.
DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom	The Cutting Contest	unknown	Alternating melds where each must beat the previous score.
DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom	The Butoh Walker	skill	Moves one slot every other turn, permanently transforming (buffing) every slot it passes through.
DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom	Call-and-response	rule	When an adjacent card triggers, this card may 'answer' by mirroring the trigger at half power.
DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Mime	skill	Attaches to a stack and absorbs one hostile event targeting it.
DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Invisible Wall	skill	Blocks one column with nothing: no card is there, but nothing can enter or leave for a turn.
DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Radio Dummy	skill	A card whose stated gimmick is nullified by its board context, and which scores anyway.
DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Throw (ventriloquism)	skill	Cues a card's ability as if it were located in a different column.
DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Giant	skill	Occupies a 2x2 board footprint, kept active by adjacent 'crew' cards.
DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Free Show	unknown	A no-fee performance: heals the whole deck one debuff, gains no gold.
DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Statue	skill	+points each turn it does not move; any movement resets the bonus.
DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The one-man band	skill	Counts as three classes at one-third effect each.
DESIGN_REFERENCES.md §F6 Film Stunts & Spectacle Sports	The Falling Wall	boss	Destroys an entire column except one exact slot, telegraphed one turn ahead.
DESIGN_REFERENCES.md §F6 Film Stunts & Spectacle Sports	The Clock Hang	skill	Placed half-off the board's last column for double spotlight and double score, but risks a random gust that drops it.
DESIGN_REFERENCES.md §F6 Film Stunts & Spectacle Sports	The Double	skill	Takes destruction meant for its assigned 'star' card.
DESIGN_REFERENCES.md §F6 Film Stunts & Spectacle Sports	The Demolition Show	unknown	Discarding scores points per card destroyed instead of playing normally.
DESIGN_REFERENCES.md §F6 Film Stunts & Spectacle Sports	Element boards (ice/water)	rule	Ice rows slide placed cards to the column's end; water rows let cards float/drift.
DESIGN_REFERENCES.md §G The Modern Era	Punk / Minimal unlockable decks	unknown	A Punk deck (rule-breaking commons, no Producer class) and a Minimal deck (pips only) as unlockable philosophies.
DESIGN_REFERENCES.md §G The Modern Era	Endurance lineage cards	skill	Modern endurance cards explicitly cite a lineage chain of ancestor cards (Hunger Artist family).
DESIGN_REFERENCES.md §G The Modern Era	The System	skill	A card that 'predicted' whatever just happened (retroactive prophecy bonus); inspecting it reveals the trick and halves the bonus.
DESIGN_REFERENCES.md §G The Modern Era	The modern Committee	unknown	Stake a Gaff against a huge prize; survive scrutiny for a fortune.
DESIGN_REFERENCES.md §G The Modern Era	The Prepared Town	boss	Pre-inspects everything: all Gaffs and Humbugs are disabled here.
DESIGN_REFERENCES.md §G The Modern Era	The Golden Buzzer	consumable	Skips one town's requirement entirely, with confetti.
DESIGN_REFERENCES.md §G The Modern Era	The Gong	boss	Any submit scoring under a floor value ends the show immediately.
DESIGN_REFERENCES.md §G The Modern Era	Hidden-identity reveal cards	rule	Identity/rarity is revealed only after N scores, as a fanfare moment.
DESIGN_REFERENCES.md §G The Modern Era	The Hologram Tour	skill	Resurrects one destroyed card for one show as an intangible Pepper's Ghost duplicate.
DESIGN_REFERENCES.md §G The Modern Era	The Synthetic Idol	skill	An Automaton whose skill is assembled from fragments of other cards' skills.
DESIGN_REFERENCES.md §G The Modern Era	The Avatar	stamp	A card wears another card's face/identity; unmasking rules apply.
DESIGN_REFERENCES.md §G The Modern Era	Speedrun endless categories	unknown	Endless-mode rulesets are shipped as speedrun categories (Any%, 100%, Glitchless) with named personal bests.
DESIGN_REFERENCES.md §G The Modern Era	The Crowd Takes Over	unknown	For one turn, a seeded-random 'audience' makes the player's moves.
DESIGN_REFERENCES.md §G The Modern Era	The Flash Mob	skill	Deploys the entire Entrance to the board in one action, once per show.
DESIGN_REFERENCES.md §G The Modern Era	The Traceur	skill	Moves across the tops of columns, never entering stacks.
DESIGN_REFERENCES.md §G The Modern Era	Rotation re-trigger naming / fail-to-unlock	skill	Re-trigger counts are named as rotations; a card must publicly fail N times before unlocking its true form.
DESIGN_REFERENCES.md §G The Modern Era	The Drone Swarm	skill	Projects any formation bonus the player has previously scored, without needing the original cards.
DESIGN_REFERENCES.md §G The Modern Era	The Sphere (Final Venue)	boss	The town itself performs: board-wide visual effects modify play every turn.
DESIGN_REFERENCES.md §G The Modern Era	Residency mode	unknown	An alternate endless mode where the player stays in one evolving city instead of circling the map.
DESIGN_REFERENCES.md §G The Modern Era	The Masked Audience / One-on-One	rule	Fame sources are hidden around the board to be found; a One-on-One event performs for a single audience token for outsized intimate fame.
DESIGN_REFERENCES.md §G The Modern Era	The Locked Room	unknown	A node requiring specific card types as 'keys' to open its reward.
DESIGN_REFERENCES.md §G The Modern Era	Out-of-game ARG secret	unknown	A mystery solvable only through outside research.
DESIGN_REFERENCES.md §G The Modern Era	The Exploration Show	unknown	No score goal; only hidden bonuses to find in a pre-built board.
DESIGN_REFERENCES.md §G The Modern Era	The Shredder	skill	Destroys itself when sold and pays double its price.
DESIGN_REFERENCES.md §G The Modern Era	Burning Man build-to-burn	unknown	Build a temporary venue from the player's own cards and burn it for a payout; ending the show with an empty board grants a 'Leave No Trace' bonus.
DESIGN_REFERENCES.md §G The Modern Era	Sponsorship	rule	A patron funds the tour (gold every show) but stamps ads on cards, imposing a fame tax.
DESIGN_REFERENCES.md §G The Modern Era	Per-card personal bests	unknown	Personal bests are recorded on the card itself; beating one's own record fires a fame event.
DESIGN_REFERENCES.md §G The Modern Era	The Eating Contest	unknown	A sanctioned outing for Hippo/Gluttony/Tigers-family cards to consume the town's offering faster than a rival.
DESIGN_REFERENCES.md §G The Modern Era	The Fanchant	rule	Melds are 'answered' by the crowd via delayed echo scoring once town loyalty is high enough.
DESIGN_REFERENCES.md §G The Modern Era	The Faire	unknown	A reverse show where the town's audience are performers and the player's cards judge them, for easy fame.
DESIGN_REFERENCES.md §G The Modern Era	Jaded fear-show town	boss	Debuff-inflicting cards are the headliners in fear shows.
DESIGN_REFERENCES.md §G The Modern Era	The Junk Orchestra	skill	Prop cards score by 'rhythm' (a positional pattern).
