name,kind,scope,axis,height,grids,rarity,groups,effect,trigger,note,source,status
The Lecture,Event,global,none,no,1,-,event;info,"Barnum-style storefront dime museums, with lecturers narrating the oddities.",map,An event that explains one hidden rule permanently.,refs:505,carried
Exposition City,Blind,global,none,no,1,-,blind;class,"The mega-expositions every showman orbited, from the Crystal Palace onward.",on_game_start,Already written into the blinds file; this is its source.,refs:506,carried
The Unicorn,Skill,grid-local,cell,no,1,Rare,secret;class,"Pre-zoo travelling menageries, including a one-horned rhinoceros billed as a unicorn.",on_score,"An Animal card billed as something it is not, and worth more for the billing.",refs:507,carried
Resort Towns,Map,global,none,no,1,-,map;node,"Blackpool, the piers and Tivoli - Europe's permanent pleasure grounds.",map,"Nodes with lower goals and better shops, for a run that needs a breather.",refs:508,carried
The Kickline,Skill,grid-local,x,no,1,Epic,formation;class,The Moulin Rouge cancan - the kickline as scandal and spectacle.,on_score,A full row of Dancer cards scoring in unison.,refs:509,carried
Wintergarten,Map,global,none,no,1,-,map;node,The Berlin variety palace where the Skladanowsky brothers premiered projected cinema in 1895.,map,The node where a new technology arrives and changes the rules.,refs:510,carried
The Rat Sheet,Skill,global,none,no,1,Uncommon,economy;map,Circuses printed attack-posters slandering rival shows ahead of them.,map,A consumable that weakens the next Rival Show.,refs:511,carried
Day and Date,Blind,global,none,no,1,-,blind;economy,Two rival circuses booking the same town on the same day - billing war at its hottest.,on_refill,Already written into the blinds file; this is its source.,refs:512,carried
The Patch,Skill,global,none,no,1,Uncommon,economy;protection,"The show's legal adjuster, smoothing and bribing local officials.",map,A consumable that cancels one blind before it applies.,refs:513,carried
The 24-Hour Man,Skill,global,none,no,1,Uncommon,map;info,The advance agent marking tomorrow's route on poles and fences.,map,Reveals the next node's blind a show early.,refs:514,carried
At Liberty,Rule,global,deck,no,1,-,economy;deck-manip,The trade-paper ad meaning a performer is unemployed and hireable.,shop,"A pool of cards other runs discarded, available cheap.",refs:515,carried
The Cookhouse Flag,Rule,global,none,no,1,-,flow;pacing,"When the flag flew, the lot ate - the day's heartbeat.",on_refill,A mid-show pause that restores a resource.,refs:516,carried
Working Slang,Meta,global,none,no,1,-,naming;research,"Cherry pie, cutting up jackpots, First of May, kinker, towner, gilly and jump - the trade's own vocabulary.",design,A whole naming layer that costs nothing and reads as authentic because it is.,refs:517,carried
The Candy Butcher,Skill,grid-local,x,no,1,Common,class;economy,"Aisle vendors, and lemonade sold as juice.",on_score,Concessions-class naming.,refs:518,carried
The Disaster March,FX,global,none,no,1,-,audio;flow,Stars and Stripes Forever was played only to signal catastrophe and start the evacuation.,on_game_end,"An audio cue the player learns to dread, which is the most efficient tension in the file.",refs:519,carried
Entrance of the Gladiators,FX,global,none,no,1,-,audio;theme,"The circus tune, originally a serious military march by Fucik in 1897.",on_game_start,"The theme, and the fact that it was not written as a joke.",refs:520,carried
Screamer Marches,FX,global,none,no,1,-,audio;pacing,"The breakneck circus-band genre, of which Barnum and Bailey's Favorite is the type specimen.",design,The tempo reference for the scoring animation.,refs:521,carried
The Band Organ,FX,global,none,no,1,-,audio;theme,"Steam-whistle music heard miles ahead, and punched-book fairground organs.",map,"The map's audio identity, and the Calliope card's instrument.",refs:522,carried
Showmen's Rest,Meta,global,none,no,1,-,secret;narrative,"The Woodlawn cemetery plot where the dead of the 1918 Hagenbeck-Wallace train wreck lie, ringed by elephant statues.",design,"The Dead List's real-world counterpart, and a secret worth finding once.",refs:523-531,carried
Deus ex Machina,Skill,grid-local,grid,no,1,Legendary,rule;protection,"The Greek crane lowering a god to untangle the plot, criticised as a cheat for two and a half thousand years.",on_game_end,"A card that resolves an unwinnable board, and is openly a cheat.",refs:533-537,carried
The Greek Chorus,Skill,grid-local,line,no,1,Rare,info;combo,"The ensemble that watches, comments and warns - inside the story and outside it.",on_score,A card that scores for what other cards do without ever acting itself.,refs:538,carried
Thalia and Melpomene,Skill,grid-local,cell,no,1,Rare,copy;narrative,"The comedy and tragedy masks, worn as one symbol.",on_score,"A card with two effects, one for a winning board and one for a losing one.",refs:539,carried
The City Dionysia,Event,global,none,no,1,-,event;objective,"Athens' playwright competition, where drama was a judged contest with civic prizes.",map,A judged event where several objectives are ranked rather than passed or failed.,refs:540,carried
The Claque,Skill,global,none,no,1,Uncommon,economy;score,"Professional paid applauders, institutionalised by the Paris opera, where chefs de claque sold applause by the row.",on_score,Already written into the blinds file; this is its source.,refs:541,carried
The Loggione,Blind,grid-local,line,no,1,-,blind;rarity,"La Scala's merciless connoisseur gallery, which has booed the world's greatest singers.",on_score,Already written into the blinds file; this is its source.,refs:542,carried
The Prima Donna,Skill,grid-local,grid,no,1,Epic,scoring;restriction,The diva whose demands reorganise the whole company - the strongest card scores double and every other card scores less.,on_score,A card that is worth building around and painful to build around.,refs:543,carried
The Scottish Play,Rule,global,none,no,1,-,secret;rule,"Saying Macbeth inside a theatre invites the curse, and the cleansing ritual is to spin three times and swear.",on_anything,A superstition rule card with a literal undo ritual attached.,refs:544,carried
The Whistling Ban,Rule,grid-local,grid,no,1,-,rule;hazard,"Stage rigging was run by ex-sailors on whistle codes, so a stray whistle could drop a sandbag.",on_trigger,"A rule where a specific action has a rare catastrophic consequence, for real historical reasons.",refs:545,carried
Break a Leg,Meta,global,none,no,1,-,naming;flavor,"The theatre's inverted luck-language - wishing good is bad, so wish bad.",design,The vocabulary for a card that pays out on failure.,refs:546,carried
The Encore Exit,Skill,grid-local,cell,no,1,Rare,timing;score,"Leave the stage, be called back, return bigger - voluntarily discard this card to have it return next refill at double value.",on_discard,The encore as a mechanic rather than as a chance.,refs:547,carried
The Standing Ovation,Meta,global,none,no,1,-,naming;score,The full house on its feet - the show's highest verdict.,on_game_end,The perfect-show reward's name.,refs:548,carried
He's Behind You,Skill,grid-local,x,no,1,Uncommon,info;class,British panto's sacred contract - the crowd screams warnings the performer pretends not to hear.,on_board_mutated,A card that is warned about an incoming hazard and may choose to ignore it.,refs:549,carried
Melodrama,Blind,global,none,no,1,-,blind;narrative,"Mustache-twirling villains, sawmills and train tracks - morality as spectacle, with the audience booing on cue.",on_game_start,A level with an explicit villain card the player must beat rather than outscore.,refs:550,carried
The Pledge the Turn the Prestige,Rule,grid-local,line,no,1,-,structure;scoring,"The three-act grammar of a trick - show the ordinary thing, make it extraordinary, bring it back.",on_score,"A three-stage scoring effect, which is the ordered-quest shape with a name everyone knows.",refs:551,carried
Kayfabe,Rule,global,deck,no,1,-,rule;secret,"The never-broken pretence that the show is real, protected for a century like a trade secret, and carnival cant by origin.",on_game_start,A rule card under which every Gaff and fake counts as genuine.,refs:553-561,carried
Faces and Heels,Rule,grid-local,cell,no,1,-,rule;class,"Heroes and villains as assigned, swappable roles - the crowd needs both.",on_card_placed,"An alignment axis orthogonal to class, and cheap to add.",refs:562,carried
Heat,Rule,global,none,no,1,-,economy;score,"Crowd hatred that sells tickets, and cheap heat earned by insulting the local team.",on_score,"A second currency earned by being disliked, which nothing else in the game produces.",refs:563,carried
The Heel Turn,Skill,grid-local,cell,no,1,Epic,narrative;class,The beloved hero's betrayal - the loudest story wrestling tells.,on_score,A card that flips alignment mid-run and rewrites its own effect.,refs:564,carried
The Cheap Pop,Skill,grid-local,line,no,1,Common,score;joke,"It is great to be here in your town - instant applause, every night, in every city.",on_score,A small guaranteed bonus that works once per node and never gets old.,refs:565,carried
The Belt,Stamp,global,deck,no,1,Legendary,stamp;persistence,"The championship as physical lineage - held, defended and taken.",on_game_end,"Exactly one exists per run, and it moves to whoever beats its holder.",refs:566,carried
The Jobber,Skill,grid-local,cell,no,1,Common,economy;class,The designated losers - the Washington Generals lost over thirteen thousand games to the Globetrotters.,on_score,"A card whose job is to lose, and which pays the card that beats it.",refs:567,carried
The Montreal Screwjob,Event,global,none,no,1,-,event;narrative,The scripted world broke live on air when the promoter really double-crossed the champion.,map,"An event where the game's own rules betray you once, deliberately.",refs:568,carried
The Blind Spot,Skill,grid-local,x,no,1,Rare,secret;rule,The folding chair behind the referee's back - cheating as choreography.,on_trigger,A card that may break one rule while a specific other card is not looking.,refs:569,carried
The Manager,Skill,grid-local,x,no,1,Uncommon,meta-effect;class,The talker who carries the silent monster's story - this card cues the card beside it.,on_trigger,"Delegated activation, which the charge system already supports.",refs:570,carried
Mascara contra Mascara,Event,global,deck,no,1,-,event;duel,"Mask against mask - the loser is unmasked forever, and El Santo was buried in his.",map,"A duel with a permanent stake, which is the highest one the game can offer.",refs:571,carried
Tecnicos and Rudos,Meta,global,none,no,1,-,naming;class,Lucha's alignment pair - clean technique against glorious cheating.,design,The alignment axis's better-sounding names.,refs:572,carried
The Streak,Rule,global,none,no,1,-,persistence;score,A win streak so mythic that its ending was the story of the decade.,on_game_end,A run-long counter whose value is entirely in not breaking it.,refs:573,carried
To Be the Man,Meta,global,none,no,1,-,naming;objective,"The title chase as philosophy - to be the man, you have to beat the man.",design,The belt-challenge objective's name.,refs:574,carried
The Crowd Surf,Skill,grid-local,x,no,2+,Rare,movement;h,Trust the crowd or eat the floor - pass a card across the tops of several stacks.,on_trigger,Traversal along the top of a board rather than through it.,refs:576-580,carried
Brown M and Ms,Skill,global,none,no,1,Rare,info;protection,Van Halen's rider clause existed to test whether venues had actually read the safety requirements.,on_game_start,A card that detects whether a blind was read - and warns you if it was not.,refs:581,carried
The Soundcheck,Rule,global,none,no,1,-,flow;info,The invisible crew and the empty-hall rehearsal before doors.,on_game_start,A preview turn where placements can be tried and taken back.,refs:582,carried
Encore cross-reference,Meta,global,none,no,1,-,docs;structure,The encore ritual is catalogued under theatre.,design,A pointer row.,refs:583,carried
Lighters Up,FX,global,none,no,1,-,vfx;score,The audience becomes the light show during the slow song.,on_after_score,A crowd visual that responds to the board rather than to the score.,refs:584,carried
Woodstock,Event,global,none,no,1,-,event;economy,"The fences fell, half a million came, nobody paid, and it became the legend of the century.",map,An event that costs you every token and pays you fame instead.,refs:585,carried
Fyre Festival,Blind,global,none,no,1,-,blind;economy,"The luxury festival that did not exist - influencer hype, relief tents and the sad cheese sandwich.",on_game_start,"The Scam Booking blind, sourced.",refs:586,carried
The Skip,Event,global,none,no,1,-,event;secret,"Milli Vanilli's lip-sync scandal, and the Grammy revoked after the tape skipped.",map,An event where a card is exposed as a copy and removed.,refs:587,carried
Eurovision,Map,global,none,no,1,-,map;node,"Bloc voting, douze points, and national camp as song-contest diplomacy.",map,"The international node, judged by several towns at once.",refs:588,carried
The Pitch Ballot,Event,global,none,no,1,-,event;map,Licensed buskers ballot for timeslots at Covent Garden's best pitches.,map,An event where you draw for position rather than for cards.,refs:589,carried
The Hat,Rule,global,none,no,1,-,economy;score,If you liked the show - the ask is a craft of its own.,on_game_end,"Converting combo into tips at the end of a show, by asking well.",refs:590,carried
Ball Culture,Map,global,none,no,1,-,map;class,"Competitive walking in judged categories, with houses as chosen families.",map,"A node judged by category rather than by score, and a class structure with real warmth.",refs:592-596,carried
Reading,Event,global,none,no,1,-,event;duel,The stylized roast - reading is the real art form.,map,The duel system's ballroom skin.,refs:597,carried
The Pose,Skill,grid-local,cell,no,1,Rare,formation;combo,"Voguing - battle dance built from magazine poses, frozen glamour as combat.",on_trigger,Hold a formation for a refill to score it again.,refs:598,carried
Lip Sync for Your Life,Event,global,deck,no,1,-,event;duel,"The bottom two duel, the winner stays, the loser sashays away.",map,An elimination duel between two of your own cards.,refs:599,carried
The Cypher,Event,global,none,no,1,-,event;duel,"Breaking crew battles in the circle, from the Bronx to the 2024 Olympics.",map,"The duel system's hip-hop skin, and its only competitive-sport form.",refs:600,carried
The Cutting Contest,Event,global,none,no,1,-,event;duel,Tap dancers trading escalating breaks - the Nicholas Brothers ended arguments by being better.,map,"The duel system's tap skin, and the escalation model for all of them.",refs:601,carried
Butoh,Skill,grid-local,cell,no,1,Rare,status;narrative,"The post-war dance of darkness - white-painted, glacially slow, transformative.",on_refill,A card that changes by one small degree every refill and is unrecognisable by the end.,refs:602,carried
Jugalbandi,Event,global,none,no,1,-,event;duel,"The virtuoso duet-duel - dancer answers drummer, call and response, neither yielding.",map,"The duel system's Indian skin, and the one that ends in harmony rather than a winner.",refs:603-609,carried
Marcel Marceau,Skill,grid-local,x,no,1,Legendary,protection;narrative,"Bip, the world's mime - and before that a Resistance member who used mime to keep hidden children silent as he led them to safety.",on_board_mutated,A card that escorts other cards safely past a hazard. One of the five stories worth full flavour text.,refs:609,carried
The Invisible Wall,Skill,grid-local,y,no,1,Rare,protection;formation,"The mime's constructed nothing - block one column against every effect, including your own.",on_can_place_stack,"A wall made of an agreement, which is the most theatrical protection in the file.",refs:610,carried
Edgar Bergen,Skill,global,none,no,1,Rare,joke;copy,"A ventriloquist who became the number one act on radio - a skill rendered pointless by the medium, and a star anyway.",on_score,A card whose stated advantage does not apply and which scores regardless.,refs:611,carried
The Throw,Skill,grid-local,x,no,2+,Rare,movement;meta-effect,Making the voice live somewhere else - cue a card's effect to resolve at a different cell.,on_trigger,Relocating an effect without relocating its card.,refs:612,carried
The Nantes Giants,Skill,grid-local,grid,no,2+,Legendary,movement;formation,Building-sized marionettes walked through cities by teams of Lilliputians on ropes.,on_refill,A card so large it occupies several cells and is moved by the cards around it.,refs:613,carried
War Horse,FX,grid-local,cell,no,1,-,vfx;art,Puppets so alive the audience grieves for plywood and cane.,design,The belief threshold - the animation target for making a card feel like a performer.,refs:614,carried
Bread and Puppet,Event,global,none,no,1,-,event;economy,Political parade puppetry that hands out free bread - art is cheap and everyone should have it.,map,An event that gives cards away for nothing and asks nothing back.,refs:615,carried
The Statue,Skill,grid-local,cell,no,1,Uncommon,persistence;score,The street performer who scores by not moving - this card gains points for every refill it is untouched.,on_refill,The counterweight to a board that rewards constant action.,refs:616,carried
The One-Man Band,Skill,grid-local,cell,no,1,Uncommon,combo;joke,"Cymbals between the knees and a harmonica in the rack - everything at once, none of it well.",on_score,"A card that fires several effects, each at reduced strength.",refs:617-623,carried
Keaton's Falling Wall,Blind,grid-local,grid,no,1,-,blind;hazard,"A two-ton facade falls on him and he survives through one open window, on a set measured to inches.",on_refill,"A hazard that destroys everything except one cell, which is shown in advance.",refs:623,carried
The Clock Hang,Skill,grid-local,x,no,1,Epic,movement;h,Harold Lloyd dangling from a clock face above the street - the defining image of silent comedy.,on_can_place_stack,"A card placed half off the edge of a grid, scoring in both the grid and the gap.",refs:624,carried
The Seven Little Fortunes,Meta,global,deck,no,1,-,meta;progression,"The brutal Peking Opera academy that forged Jackie Chan, Sammo Hung and Yuen Biao.",design,"The Academy meta-structure - cards trained rather than bought, at a cost.",refs:625,carried
The Stunt Double,Skill,grid-local,x,no,1,Rare,protection;copy,"Yakima Canutt invented modern stunt craft, including the Ben-Hur chariot race, so that stars could survive their own films.",on_board_mutated,A card that takes a destructive effect in another card's place.,refs:626,carried
The Demolition Show,Event,grid-local,grid,no,1,-,event;destruction,Monster trucks and demolition derby - destruction as the whole show.,map,A show scored entirely on cards destroyed rather than on lines completed.,refs:627,carried
Aquamusicals,Meta,global,none,no,1,-,art;research,Sonja Henie's ice shows and Esther Williams' aquamusicals rebuilt skating and swimming as spectacle industries.,design,Precedent for a whole alternate board surface - ice or water - with its own physics.,refs:628-638,carried
Guy Laliberte,Leader,global,none,no,1,Legendary,leader;economy,A fire-breathing stilt-walker busking in Quebec who built the world's biggest circus and then bought a seat on a rocket.,on_game_start,"The busker-to-space progression arc, as a leader whose scaling never stops.",refs:640,carried
Nouveau Cirque,Deck,global,deck,no,1,-,deck;variant,"Circus stripped of glitter and animals - chainsaws, narrative and rock music.",on_game_start,A deck with no Animal cards and a much harder edge.,refs:641,carried
David Blaine,Skill,grid-local,cell,no,1,Epic,persistence;gamble,"Buried alive, frozen in ice, forty-four days fasting in a box over the Thames - the hunger artist with a live feed.",on_refill,An endurance card that scores for refills survived doing nothing.,refs:642,carried
The System,Skill,global,none,no,1,Rare,secret;gamble,"Derren Brown's guaranteed tipster, revealed as survivorship bias - he filmed every branch and showed you only the winning one.",on_game_start,A card that appears infallible because you never see its failures.,refs:643,carried
The Million Dollar Challenge,Rule,global,none,no,1,-,rule;secret,"James Randi's standing prize for provable paranormal ability, never claimed.",on_game_end,"A run-long objective nobody has completed, kept as a genuine open bounty.",refs:644,carried
Controlled Props,Skill,grid-local,cell,no,1,Rare,protection;info,"Carson, an ex-magician briefed by Randi, supplied his own props and the spoon-bending did not happen.",on_card_placed,A card that neutralises a deception card by insisting on its own conditions.,refs:645,carried
Shin Lim,Skill,grid-local,cell,no,1,Legendary,class;score,Close-up card magic - just cards - winning the biggest talent show on television.,on_score,"A card with no props, no class synergies and an enormous ceiling.",refs:646,carried
The Golden Buzzer,Skill,global,none,no,1,Rare,map;consumable,"One judge's press sends an act straight through, with confetti falling.",map,Skip a node and take its reward.,refs:647,carried
The Gong Show,Blind,global,none,no,1,-,blind;flow,Gonged mid-act - failure as the entertainment.,on_refill,"The Gong blind, sourced.",refs:648,carried
The Masked Singer,Rule,grid-local,cell,no,1,-,secret;rule,"Celebrities perform masked, and the weekly unmasking is the show.",on_score,Hidden identity as a scheduled reveal rather than a permanent secret.,refs:649,carried
The Hologram,FX,grid-local,cell,no,1,-,vfx;copy,"Tupac at Coachella in 2012, which was Pepper's Ghost - the same angled glass from 1862.",design,The rhyme is the point: the modern trick is the old one with a bigger budget.,refs:650,carried
The Vocaloid,Skill,global,deck,no,1,Legendary,creation;collection,A synthetic idol whose songs are written by thousands of fans - a performer made of the audience.,on_game_start,A card whose effect is assembled from every other card you own.,refs:651,carried
The Avatar,Stamp,grid-local,cell,no,1,Rare,stamp;secret,Performers behind digital avatars - kayfabe reborn as a streaming industry.,on_score,"A stamp that shows a different card entirely, and never drops it.",refs:652,carried
Speedrun Categories,Meta,global,none,no,1,-,meta;endless,"Playing games as performance - any percent, hundred percent, glitchless - and marathons for charity.",design,"Endless mode with categories, which turns optimisation into its own scoreboard.",refs:653,carried
Twitch Plays,Meta,global,none,no,1,-,variant;chaos,Eighty thousand people sharing one controller - chaos as collective performance.,design,"A mode where the placement is decided by vote, which is either terrible or wonderful.",refs:654,carried
The Flash Mob,Skill,grid-local,grid,no,1,Rare,formation;creation,Sudden coordinated performance in public space - assembly is the trick.,on_trigger,Several token cards appear at once in a formation and vanish after one refill.,refs:655,carried
The Traceur,Skill,grid-local,h,yes,2+,Rare,movement;h,"Parkour and the Yamakasi - the city itself as apparatus, every wall a route.",on_trigger,"Moves across the tops of stacks, ignoring what is beneath them.",refs:656,carried
The 900,Skill,grid-local,cell,no,1,Epic,gamble;persistence,"Two and a half rotations, which took eleven public failures first.",on_trigger,"A card that must fail several times before it can succeed, and remembers how many.",refs:657,carried
Competitive Cheer,Skill,grid-local,h,yes,1,Rare,h;formation,Basket tosses and human pyramids under judging panels.,on_score,"The castell mechanic, judged - the formation must be held to be scored.",refs:658,carried
Drone Swarm,Skill,grid-local,grid,no,2+,Epic,formation;prop,"Thousands of drones replacing fireworks, drawing pictures on the night sky.",on_score,Props that arrange themselves into a shape above the whole board.,refs:659,carried
The Sphere,View,global,none,no,1,-,view;wall,The venue is the performance - a building-sized screen wrapping the audience.,design,"The picture wall, taken to its logical end.",refs:660,carried
Residency Mode,Meta,global,none,no,1,-,meta;endless,The tour that stops touring - the city comes to you.,design,An endless mode where one node repeats and escalates.,refs:661,carried
Sleep No More,Meta,global,none,no,1,-,variant;narrative,"Masked audiences roam a hotel choosing their own show, with the famous one-on-one scenes.",design,A run where the player chooses which parts of a node to see and misses the rest.,refs:662,carried
The Locked Room,Event,global,none,no,1,-,event;minigame,"Escape rooms - Houdini's challenge act, democratised into a global industry.",map,A timed puzzle event with the escape-artist framing already attached.,refs:663,carried
The ARG,Meta,global,none,no,1,-,secret;meta,Games that leak out of the screen into phone booths and ciphers.,design,"An out-of-game mystery, which is the deepest version of the secrets idea.",refs:664,carried
Meow Wolf,Meta,global,none,no,1,-,variant;map,Immersive art wandered with no fixed path - discovery as the show.,map,"A node with no objective, only things to find.",refs:665,carried
Love is in the Bin,Skill,global,deck,no,1,Epic,destruction;economy,"The painting that shredded itself the moment it was auctioned, and doubled in value.",shop,The Shredder card - self-destructs when sold and pays double for it.,refs:666,carried
Burning Man,Event,grid-local,grid,yes,1,-,event;destruction,"Build a city in the desert, burn the Man, and leave no trace.",on_game_end,"Build-to-burn, with the empty-board bonus attached.",refs:667,carried
Red Bull Stratos,Event,global,none,no,1,-,event;economy,"The jump from the stratosphere, with the patron's logo on every frame of it.",map,"A sponsored event - enormous reward, and the sponsor's mark on your deck afterwards.",refs:668,carried
Personal Bests,Meta,global,deck,no,1,-,meta;collection,The institution that turned feats into bookkeeping.,design,"A per-card personal best, tracked across every run.",refs:669,carried
Competitive Eating,Skill,grid-local,cell,yes,1,Rare,destruction;growth,Technique doubled the hot-dog record overnight - spectacle sport from pure method.,on_card_dropped_on,A consumption card that gets faster the more it eats.,refs:670,carried
The Fanchant,Skill,grid-local,line,no,1,Rare,combo;score,The audience answering the stage in synchronised script - the crowd as second performer.,on_score,A card that scores again when the line it is in scores in a specific order.,refs:671,carried
The Faire,Event,global,none,no,1,-,event;class,Audiences who come to perform - the crowd in costume.,map,An event where audience cards join your deck as performers.,refs:672,carried
Scare Acting,Skill,grid-local,x,no,1,Uncommon,timing;class,"A seasonal profession built on timing, safety and the art of the near-touch.",on_board_mutated,"A card that threatens an adjacent card without ever destroying it, and scores for the fright.",refs:673,carried
Found-Object Percussion,Skill,grid-local,line,no,1,Rare,prop;combo,Blue Man Group and Stomp - junk becomes the orchestra.,on_score,A card that turns every prop card in its line into a scoring instrument.,refs:674-680,carried
Handle with care,Meta,global,none,no,1,-,docs;ruling,"Real history includes exploitation and tragedy - these ground the tone precisely because the road was hard, and must be referenced with respect rather than turned into jokes or loot.",design,The governing rule for this whole quarry. Every entry below is a specific prohibition.,refs:680-683,carried
Human exhibits,Meta,global,none,no,1,-,docs;ruling,"Human ethnological exhibits - Ota Benga, Sarah Baartman - are never to be gamified. Full stop.",design,The only absolute prohibition in the file.,refs:684,carried
Animal cruelty,Meta,global,none,no,1,-,docs;ruling,"Topsy's electrocution, Mary the elephant, fear-based training - acknowledge this by making Hagenbeck's kindness mechanically superior to consumption.",design,A constructive ruling: the humane path should also be the strong one.,refs:685-687,carried
The Hartford fire,Meta,global,none,no,1,-,docs;ruling,The 1944 fire's legacy of fire marshals and flameproofing works as a town rule; the unidentified victim never becomes content.,design,The Fire Marshal blind is the permitted use.,refs:688-689,carried
Performer deaths,Meta,global,none,no,1,-,docs;ruling,"Leitzel, Codona, the Wallendas and the bullet-catch fatalities are usable as memorial framing - fragility stamps and act-retired-forever events - where the history is honoured, not punchlined.",design,Why the Aerialist leader's fragility is written as tribute rather than as a drawback.,refs:690-692,carried
Sacred performance,Meta,global,none,no,1,-,docs;ruling,"Heyoka, Egungun, dervishes and daikagura - borrow the concepts of contrariness, stilted guardianship, spin and blessing under generic names; never borrow regalia, deity names, or claim the ritual.",design,The rule every sacred entry in this file is filed under.,refs:693-695,carried
Songlines and corroboree,Meta,global,none,no,1,-,docs;ruling,"Knowledge systems and ceremony, not set dressing - the concept of a route remembered as a song is usable under a generic name; specific songlines, symbols and ceremony are not.",design,Why the Songlines row records the idea and refuses the mechanic.,refs:696-698,carried
Haka protocol,Meta,global,none,no,1,-,docs;ruling,"Specific haka belong to specific iwi and carry protocol - use the generic idea of a challenge-dance opener, never reproduce ka mate or specific choreography.",design,The constraint on the haka entry.,refs:699-701,carried
Ball culture lineage,Meta,global,none,no,1,-,docs;ruling,"Houses, categories and reading come from Black and Latino queer communities who built their own stage after exclusion from everyone else's - credit the lineage in flavour text, keep the joy, skip the caricature.",design,The constraint on the ballroom entries.,refs:702-704,carried
Romani contribution,Meta,global,none,no,1,-,docs;ruling,"Centuries of real contribution to European music, horse arts and fairground craft - credit the virtuosity and retire the costume-shop fortune-teller cliche. The class should read as midway mitt camp, not as ethnicity.",design,The constraint that shapes the Fortune Teller class's art direction.,refs:705-708,carried
Dia de los Muertos framing,Meta,global,none,no,1,-,docs;ruling,"Festive remembrance, not Halloween horror - the Ofrenda event should feel like a family reunion rather than a spook show.",design,The constraint on that event.,refs:709-710,carried
Kayfabe tragedies,Meta,global,none,no,1,-,docs;ruling,"Wrestling's real history includes exploited and broken performers behind the fiction - mine the tropes, never specific people's pain.",design,The constraint on the whole kayfabe layer.,refs:711-717,carried
New spatial verbs index,Meta,grid-local,x,yes,2+,-,index;movement,"The game's core currency, indexed - the Courier across two columns, the Contortionist sharing a cell, the Foot Juggler's sub-slot, Walking Through the Wall, the Wing Walker's mid-flight transfer, the High Dive, the Dragon meld, the Brass Ring, the Castell crown, Keaton's one safe cell, the Crowd Surf, the Invisible Wall, the Traceur, the Clock Hang, the Puszta Five, and flooded or iced rows.",design,The single most useful page in the file for a grid game. Every one of these is a placement or movement rule nothing else in the design provides.,refs:719-725,carried
Anti-spotlight index,Meta,grid-local,h,yes,1,-,index;spotlight,"Cards that want to be covered - the Mango Seed, Cyr's Backlift, the Turk, the Spirit Cabinet, X-Ray Eyes, Humbug, the Incubator, the costaleros who add their rank to their carrier, and the water-puppet operators.",design,"Height stacking made this whole family playable, and it is the counterweight the spotlight system needs.",refs:726-729,carried
Deck-position index,Meta,global,deck,no,1,-,index;deck-manip,"Extending Heavy, Light and the Act types - the Ambitious Card, the Marked stamp, the Bottom Deal, the Hunger Artist and the Holdout.",design,Five cards that all manipulate one number nothing else touches.,refs:730-731,carried
Economy index,Meta,global,deck,no,1,-,index;economy,"Canfield's house rules, money-suited cards, Ticket Stubs, the Forged Ace, Snake Oil, the Rat Sheet, brass checks, the Dubplate, the claque racket, Sponsorship, the Shredder and the Hat.",design,"Twelve economy hooks, none of which needs a second currency to work.",refs:732-735,carried
The duel system,Rule,global,none,no,1,-,index;duel,"One alternating one-upmanship minigame with twelve regional skins - flyting, repentistas and payadores, extempo, balagtasan, the scissors dance, cutting contests, reading, katajjaq, jugalbandi, lip sync, Sharman's boxing tent and Greenlandic drum duels.",map,Build it once and skin it globally. The best return on effort anywhere in the compendium.,refs:736-742,carried
The ban-workaround family,Rule,global,deck,no,1,-,index;secret,"Towns ban and cards adapt - capoeira, steelpan, the gumboot code, hanafuda, Czech puppets, frevo umbrellas and wrestling's blind spot. Oppression into invention is the most repeated story in world performance.",on_game_start,"A core mechanic loop rather than a card family, and the most thematically loaded thing in the file.",refs:743-748,carried
The protection family,Rule,grid-local,x,no,1,-,index;protection,"One bodyguard verb with many faces - the rodeo clown, the target girl, the stunt double, the mime escort, the Vine stamp and Lloyd's Policy.",on_board_mutated,"Six cards, one mechanic, and the counterplay layer every hazard blind needs.",refs:749-751,carried
Build-to-burn,Rule,grid-local,grid,yes,1,-,index;destruction,"Investment cards that pay out on destruction - Las Fallas with its pardoned ninot, and Burning Man with Leave No Trace as an empty-board bonus.",on_game_end,The only card family whose reward requires you to lose the board.,refs:752-753,carried
Boss and town batch two,Blind,global,none,no,1,-,index;blind,"Hall of Mirrors, the Marathon, Exposition City, jaded cities, the Riot of the Factions, the Faro Bank, the day-and-date Showdown, the Balance boss, the Prepared Town, the Gong, the Scam Booking, the two-faction city and the Loggione.",on_game_start,"Thirteen blinds already named here, and every one of them is in the blinds file.",refs:754-758,carried
The kayfabe layer,Rule,global,deck,no,1,-,index;secret,"Wrestling's gift taken wholesale - the Kayfabe rule card under which Gaffs count as real, face and heel alignment, Heat as a second currency, the Belt stamp, the Mask Wager, the Streak, the Screwjob once per profile, and the designated loser's one-in-a-thousand win.",on_game_start,"A complete subsystem, already coherent, and carnival-descended so it fits the theme exactly.",refs:759-762,carried
