seen?,name,historical_reference,card_art,rarity,cost,effect,pseudocode,groups,why_fun,balance,scope,axis,needs_height,needs_grids,status,source
,Sandwich,,,Uncommon,2,"When this card scores, gain a point for every card between it and the nearest same-suit card further down its stack.",hook: on_score,combo;h,Renamed Sliced Bread in the draft. Height is what makes it visible.,,grid-local,h,yes,1,carried,random:2-6
,Selection Sort,,,Uncommon,2,Moves up one place in its stack whenever the card above it has a lower rank.,hook: on_board_mutated,movement;h,A stack that sorts itself over several refills. Deeply satisfying to watch.,,grid-local,h,yes,1,carried,random:2-7
,More Poker,,,Rare,3,Poker hands score double.,hook: on_score,scoring;poker,"The plainest amplifier in the game, and the one every costing model should be calibrated against.",,grid-local,line,no,1,carried,random:2-8
,Spaceship,,,Rare,3,"May be placed in the void - outside any grid, where it still counts for cross-grid lines.",hook: on_can_place_stack,placement;rule,The void is now a real place: the gap between grids. This card lives in it.,,grid-local,cell,no,1,carried,random:2-9
,Self-Placing Card,,,Rare,3,"While in the deck, if a legal empty cell ever exists, this card moves itself there.",hook: on_board_mutated,deck-manip;movement,"A card that plays itself, which is unsettling in exactly the right way.",,global,deck,no,1,carried,random:2-10
,Recycler,,,Uncommon,2,"On score, put two random cards from the discard back into the deck; Exhaust cards do not return.",hook: on_score,discard;deck-manip,"Anti-thinning, which is a real cost in an economy that pays in cards.",,global,deck,no,1,carried,random:2-11
,Egg,,,Uncommon,2,"When this card scores, it becomes a completely different random card of higher rank.",hook: on_score,random;growth,"A card that is worth more after you use it, which nothing else does.",,grid-local,cell,no,1,carried,random:2-12
,Champion,,,Rare,3,Cards of the same rank directly above or below this card in its stack are discarded.,hook: on_stack_cards,destruction;rank,"Anti-pair, which fights the pair objectives directly. Good tension.",,grid-local,h,yes,1,carried,random:2-13
,All In,,,Epic,5,"On the next score, double the total - and double the fame the next show demands.",hook: on_score,gamble;score,"Borrowing against the future, which is the Hype wager as a card.",,global,none,no,1,carried,random:2-15
,Deja Vu,,,Rare,3,"Remembers the cell it was placed in; the next time that cell is empty, it returns there from anywhere.",hook: on_board_mutated,movement;persistence,A card with a home. The grid gives it a coordinate to remember at last.,,grid-local,cell,no,1,revived,random:2-16
,Rabbit,,,Uncommon,2,"If this card is grabbed, it bolts to the furthest orthogonal cell instead.",hook: on_can_grab_stack,movement;joke,"Comic, and a genuine obstacle - you have to plan around a card that will not be caught.",,grid-local,x,no,1,carried,random:2-18
,Trap,,,Rare,3,"Creates an extra empty cell; the next card placed there goes underneath this card instead, and the extra cell disappears.",hook: on_can_place_stack,placement;h,"Insertion beneath, which the upward stack makes strange and useful.",,grid-local,h,yes,1,carried,random:3-7
,Goalpost,,,Rare,3,"Enhances a random viable meld type, chosen fresh each show.",hook: on_game_start,scoring;random,The trending-meld idea as a card rather than a rule.,,grid-local,line,no,1,carried,random:3-8
,Distancing,,,Rare,3,"Hovers at the top of its stack without blocking the card beneath it, and cannot be clicked.",hook: on_spotlight,spotlight;h,"The Ghost Light stamp's ancestor, and it may count as its own row.",,grid-local,h,yes,1,carried,random:3-9
,Pot of Greed,,,Uncommon,2,"When this card is alone in its grid's row, discard it and draw two.",hook: on_board_mutated,creation;deck-manip,"Conditional on isolation, which the empty-tile objective loves and everything else hates.",,grid-local,cell,no,1,carried,random:3-10
,Rewrite,,,Epic,5,Remembers the cards beneath it when placed; at show end it replaces that many cards below it with fresh draws.,hook: on_game_end,creation;h,"A delayed board rewrite. Expensive to reason about, which is why it is Epic.",,grid-local,h,yes,1,carried,random:3-13
,Paintbrush,,,Uncommon,2,Cards this one is placed on take its suit.,hook: on_card_placed,pip;h,"The Clown class's suit fixer, applied downward through a stack.",,grid-local,h,yes,1,carried,random:3-14
,The One Ring,,,Legendary,8,You always know exactly where this card is; destroy it permanently and win the show outright.,hook: on_discard,secret;win,An alternate win condition that the destruction family has to work for.,,global,deck,no,1,carried,random:3-18
,No Part of Any Hand,,,Uncommon,2,"If this card is in no scoring hand at all, it pays a large flat bonus.",hook: on_after_score,scoring;formation,"The anti-meld card, and the empty-chair objective's best friend.",,grid-local,line,no,1,carried,random:4-6
,Parasite,,,Rare,3,Attaches to the next card placed on top of it; at show end it replaces its host entirely.,hook: on_stack_cards,destruction;h,"Slow theft. The host is visible the whole time, which makes it a decision.",,grid-local,h,yes,1,carried,random:4-7
,Cheering Team,,,Uncommon,2,Every scored card sharing this card's suit pays extra.,hook: on_score,combo;suit,The mono-suit reward that balances the rainbow rewards.,,grid-local,line,no,1,carried,random:4-8
,Open House,,,Uncommon,2,"Any card may be stacked on this one, regardless of the stacking rules.",hook: on_can_place_stack,rule;stacking,Already in the draft's TODO list. The simplest rule-bending card there is.,,grid-local,cell,no,1,carried,random:4-9
,Future Sight,,,Rare,3,See the next five cards of the deck at all times.,hook: on_refill,info;deck-manip,"Information equal to one whole Entrance ahead. Quiet, and enormously strong.",,global,deck,no,1,carried,random:4-10
,Snake,,,Rare,3,"Consumes lower-ranked cards beneath it in its stack, leaving a temporary body card of the same rank behind.",hook: on_stack_cards,destruction;h,"Eats downward and leaves a trail, so the stack keeps its height.",,grid-local,h,yes,1,carried,random:4-13
,Sniper,,,Uncommon,2,"At each refill, lower the rank of the last card you interacted with by one; at rank one it is discarded.",hook: on_refill,rank;destruction,"A slow, aimed decline. The targeting rule makes it a real decision.",,grid-local,cell,no,1,carried,random:4-14
,Jenga,,,Epic,5,Clicking a card that is not on top moves it to the top of the next smallest stack and leaves a gap; clicking a top card does nothing.,hook: on_can_grab_stack,movement;h,"A whole minigame inside one card, and it only works because stacks have heights to compare.",,grid-local,h,yes,1,carried,random:4-18
,Stowaway,,,Uncommon,2,"After scoring, moves itself to a free cell if one is open.",hook: on_after_score,movement,"Survives its own scoring, which is a leader's privilege made common.",,grid-local,cell,no,1,carried,random:5-7
,Combo Memory,,,Rare,3,"During scoring, each card gains temporary points equal to the hand it scored in.",hook: on_score,scoring;combo,"Compounds with everything, so it belongs at Rare or higher.",,grid-local,line,no,1,carried,random:5-8
,Connect Four,,,Uncommon,2,"Four of a suit in a line, including diagonals, scores as its own meld.",hook: on_score,meld;formation,A four-length diagonal meld the special bucket can hold.,,grid-local,x,no,1,carried,random:5-18
,Point Per Trigger,,,Common,1,"Whenever any card triggers an effect, gain a point.",hook: on_trigger,scoring;combo,"The floor of the effects-as-points economy, and a good common.",,grid-local,line,no,1,carried,random:6-6
,Tunneler,,,Uncommon,2,A single card placed on this one sinks to the bottom of the stack instead.,hook: on_stack_cards,movement;h,"Placement that goes the wrong way, which is disorienting and useful.",,grid-local,h,yes,1,carried,random:6-7
,Noble Family,,,Uncommon,2,Each scored face card raises the value of the next scored face card.,hook: on_score,combo;rank,"Escalation within one show, and a reason to hold face cards back.",,grid-local,line,no,1,carried,random:6-8
,Fishing,,,Rare,3,Place this card over the deck to open a fishing minigame that pulls a card out of it.,hook: on_trigger,deck-manip;minigame,The one minigame small enough to survive the deferral of minigames.,,global,deck,no,1,carried,random:6-18
,Turntable,,,Epic,5,Cue to flip an entire grid vertically.,hook: on_trigger,movement;formation,"One action, twenty-five cards moved. The largest single rearrangement available.",,grid-local,grid,no,1,carried,random:7-7
,Blackjack Meld,,,Uncommon,2,A line totalling exactly twenty-one scores as its own meld.,hook: on_score,meld;blackjack,Already deployed as a blind objective; also a fine printed meld.,,grid-local,line,no,1,carried,random:7-6
,Earth type,,,Common,1,Stays at the bottom of the deck.,hook: on_game_start,type;deck-manip,One of the four elemental deck-position types.,,global,deck,no,1,carried,random:2-3
,Air type,,,Common,1,Stays at the top of the deck.,hook: on_game_start,type;deck-manip,One of the four elemental deck-position types.,,global,deck,no,1,carried,random:3-3
,Water type,,,Common,1,Moves one position down the deck each refill.,hook: on_game_start,type;deck-manip,"Remapped from the drop-down version, which is superseded in the catalog.",,global,deck,no,1,revived,random:4-3
,Fire type,,,Common,1,Moves one position up the deck each refill.,hook: on_game_start,type;deck-manip,The fourth elemental deck-position type.,,global,deck,no,1,carried,random:5-3
,Money suit,,,Rare,3,Gold cards act as money at shops and are worth their full trade value.,hook: shop,suit;economy,Shipped as the Gold type after the owner's ruling that it works better as a type than a suit.,,global,deck,no,1,implemented,random:6-3
,The Joey rank,,,Common,1,Jacks become Joeys and count as Clown-class cards.,hook: on_score,rank;class,"Vetoed in the catalog - a rank that is always eleven is boring, and the Joey should be a clown token with a real effect.",,grid-local,line,no,1,vetoed,recs:99
,The Ringmistress rank,,,Common,1,Queens become Ringmistresses and count as Producer-class cards.,hook: on_score,rank;class,Vetoed in the catalog; the historical reference can be recycled onto a real card.,,grid-local,line,no,1,vetoed,recs:100
,The Impresario rank,,,Common,1,"Kings become Impresarios, count as Producer cards and add trade value at shops.",hook: on_score,rank;economy,Vetoed in the catalog; the reference can be recycled.,,grid-local,line,no,1,vetoed,recs:101
,The Headliner rank,,,Uncommon,2,"Aces count high or low in runs, decided in your favour at evaluation.",hook: on_score,rank;meld,"Vetoed as a rank rename, but the high-or-low duality is a real spatial decision worth keeping on some card.",,grid-local,line,no,1,vetoed,recs:102
,Harlequin pip,,,Rare,3,"Counts as two suits at once for every comparison, meld and suit effect, firing both props.",hook: on_score,rank;suit,"Vetoed by the owner as boring. The multi-suit stub in the comparator remains, so the mechanism survives the veto.",,grid-local,line,no,1,vetoed,recs:103
,The Gaff,,,Rare,3,"Shows a fixed rank and suit until it scores, then reveals its true random value.",hook: on_score,rank;secret,"Sideshow slang for a faked exhibit. The reveal is the payoff, and the Prepared Town blind is its counter.",,grid-local,cell,no,1,carried,recs:104
,Half-step rank,,,Common,1,Rank five and a half - stacks between five and six but never melds.,hook: on_can_place_stack,rank;stacking,"Owner note - it makes more sense as a hat than as a rank. Same effect, different slot.",,grid-local,h,yes,1,carried,recs:105
,The Fifteen rank,,,Uncommon,2,Also melds with any neighbours whose ranks sum to fifteen with it.,hook: on_score,rank;cribbage,"Made into a talent rather than a rank, per the owner. It is the demoted cribbage rule given a home.",,grid-local,x,no,1,carried,recs:106
,Roman numeral rank,,,Uncommon,2,Cosmetic rank skin that melds normally.,hook: on_score,rank;cosmetic,"Accepted. Circus Maximus is where the word circus comes from, so the skin is on-theme.",,grid-local,none,no,1,carried,recs:107
,The Blank rank,,,Common,1,"No rank, no suit - stacks on anything, anything stacks on it, and it scores nothing.",hook: on_can_place_stack,rank;stacking,Accepted. Free spatial glue that teaches position is not points.,,grid-local,cell,no,1,carried,recs:108
,Canvas type,,,Common,1,"The sturdy default for circus-born cards, an upgrade of Paper.",hook: on_game_start,type;material,Establishes a material progression rather than a single default.,,global,deck,no,1,carried,recs:118
,Sawdust type,,,Uncommon,2,"When discarded, leaves a marker on its cell; the next card placed there scores extra.",hook: on_discard,type;cell,"Makes discarding spatial, which the discard-engine essay needs.",,grid-local,cell,no,1,carried,recs:119
,Rosin type,,,Uncommon,2,"Sticky - cards placed on it can never be picked up again, but score deeper into the ring bands.",hook: on_can_grab_stack,type;protection,"The cards-that-resist-being-moved note, given a reason to exist: commitment for reward.",,grid-local,cell,no,1,carried,recs:120
,Tintype type,,,Rare,3,"On acquisition, permanently copies the pips of the card it was made from.",hook: shop,type;copy,Duplication with lineage. Collectors will chase photographs of photographs.,,global,deck,no,1,carried,recs:121
,Lithograph type,,,Rare,3,"While in the Entrance rather than in a grid, this card broadcasts its skill globally.",hook: on_refill,type;spotlight,"A card that wants not to be played, which inverts the whole game's incentive. The Entrance is row -1, so this still works exactly as written.",,global,x,no,1,carried,recs:122
,Glass type,,,Uncommon,2,Double points when scored; shatters after three scores.,hook: on_score,type;gamble,"Balatro-proven risk and reward, and the timer creates a last-show-for-this-card moment.",,grid-local,cell,no,1,carried,recs:123
,Wax type,,,Uncommon,2,Melts near Flames - loses rank each show it shares a column with a Flames card.,hook: on_game_end,type;hazard,"Anti-synergy as flavour, and the waxworks really did burn down twice.",,grid-local,y,no,1,carried,recs:124
,Ticket Stub type,,,Common,1,Spent as currency at shops for a discount; worthless in the Ring.,hook: shop,type;economy,Gives cards-as-currency a small denomination.,,global,deck,no,1,carried,recs:125
,Flash type,,,Rare,3,"Scores triple, but only the first time it would score in a show.",hook: on_score,type;timing,Juggling slang for throwing every prop once. Rewards choreographing when a card enters scoring.,,grid-local,line,no,1,carried,recs:126
,Spangle stamp,,,Common,1,Adds to the combo when this card is part of any meld.,hook: on_score,stamp;combo,The common-tier workhorse every build wants.,,grid-local,line,no,1,carried,recs:136
,Greasepaint stamp,,,Uncommon,2,This card counts as a Clown in addition to its own class.,hook: on_score,stamp;class,The class-splashing enabler every tribal system needs.,,grid-local,cell,no,1,carried,recs:137
,Top Billing stamp,,,Uncommon,2,This card always scores first within its meld.,hook: on_score,stamp;order,Trigger order is invisible depth; this stamp makes it player-facing.,,grid-local,line,no,1,carried,recs:138
,Understudy stamp,,,Uncommon,2,"If the card above it in the stack is destroyed or consumed, this card copies its skill.",hook: on_stack_cards,stamp;copy,Turns destruction effects into setup plays. The flip made above the correct direction.,,grid-local,h,yes,1,carried,recs:139
,Lloyd's Policy stamp,,,Rare,3,"The first time this card would be destroyed or debuffed, prevent it.",hook: on_anything,stamp;protection,"Insurance against the game's own debuff system, and performers really did insure body parts.",,grid-local,cell,no,1,carried,recs:140
,Ghost Light stamp,,,Rare,3,Does not block the spotlight of cards beneath it.,hook: on_spotlight,stamp;spotlight,The counterweight the ring-depth tension needs - build tall without killing your engines.,,grid-local,h,yes,1,carried,recs:141
,The Encore stamp,,,Uncommon,2,"If this card's skill triggered this show, it has a chance to trigger once more at show end.",hook: on_game_end,stamp;gamble,The end-of-show lottery tick.,,grid-local,cell,no,1,carried,recs:142
,Contract Ink stamp,,,Rare,3,"Pays extra per show it is played, and leaves the deck if benched two shows running.",hook: on_game_end,stamp;economy,"Anti-autopilot pressure, and performers really did jump between rival shows.",,global,deck,no,1,carried,recs:143
,Wall of Death,,,Rare,3,"Adjacent columns gain a multiplier, and cards in them take an Exhaust debuff each show.",hook: on_score,scoring;hazard,"An aura with a cost, where placement decides who pays it.",,grid-local,y,no,1,carried,recs:204
,The Seance Buster,,,Rare,3,"Reveals every Gaff, Humbug and disguised card on the board and scores per fake revealed.",hook: on_trigger,secret;info,Counterplay that makes fakes a real subgame. Houdini against the mediums is history's best rivalry.,,grid-local,grid,no,1,carried,recs:205
,The Erdnase Cipher,,,Legendary,8,An author signature that appears on random cards across many runs; collecting and scoring all of them unlocks something never explained.,hook: on_game_start,secret;collection,Erdnase wrote card handling's bible in 1902 and his identity is still unknown. Never explain it.,,global,deck,no,1,carried,recs:307-310
,The Forty-Two Foot Ring,,,Rare,3,A secret meld that fires when a grid's row and column scores total exactly forty-two.,hook: on_score,secret;meld,Astley's ring is forty-two feet because of horse physics. Hide the number everywhere.,,grid-local,grid,no,1,carried,recs:311-312
,The Sword Swallower meld,,,Rare,3,A column that is one perfect descending run from top to bottom.,hook: on_score,secret;meld,A secret meld the player can stumble into and then chase deliberately.,,grid-local,y,no,1,carried,recs:313-315
,The Joey leader,,,Legendary,8,Leader granting one free Slapstick - a swap of two adjacent ranks - every refill.,hook: on_refill,leader;class,"Joseph Grimaldi, Regency London's superstar clown and the reason clowns are still called Joeys.",,grid-local,x,no,1,carried,recs:243
,Beni Hasan jugglers,,,Common,1,"The oldest depiction of juggling, from an Egyptian tomb around 1994 BCE - the origin card for the Balls suit.",hook: on_score,prop;suit,The suit already ships; this is its provenance.,,grid-local,line,no,1,carried,refs:27-33
,Dedi,,,Rare,3,"The magician of the Westcar Papyrus, who reattached severed heads - a card that restores a destroyed card to the board intact.",hook: on_trigger,creation;destruction,Restoration is rarer than destruction and should stay that way.,,grid-local,cell,no,1,carried,refs:34
,Acetabularii,,,Common,1,Rome's cups-and-balls performers - shuffle the positions of face-down cards.,hook: on_trigger,movement;secret,The oldest continuously performed trick on Earth.,,grid-local,x,no,1,carried,refs:35
,Bull-leaping,,,Rare,3,Minoan acrobats vaulting a charging bull - move over a hazard card and score for surviving it.,hook: on_trigger,movement;gamble,"Around 1500 BCE, and the earliest recorded danger act.",,grid-local,x,no,1,carried,refs:36
,Funambulus,,,Uncommon,2,"The Latin for rope-walker, still the technical term - the wire-crossing card's proper name.",hook: on_trigger,movement;naming,Petauristarii were the acrobats; funambulus the rope-walker.,,grid-local,x,no,1,carried,refs:41
,Sword Swallowing origin,,,Rare,3,"Ascetic demonstrations of bodily control from India, by tradition around 2000 BCE - swallow the card above you.",hook: on_trigger,h;destruction,The provenance for the Sword Swallower card.,,grid-local,h,yes,1,carried,refs:43
,Jongleurs,,,Common,1,Itinerant do-everything performers - a card that counts as three different classes at once but scores less in each.,hook: on_score,class;combo,"The medieval generalist, and the argument that variety predates specialisation.",,grid-local,line,no,1,carried,refs:45-49
,The Fool's License,,,Rare,3,"The one performer permitted to mock the king - while in play, one restriction from the blind is ignored.",hook: on_game_start,rule;class,"Truth wrapped in folly, and the cleanest counterplay card in the file.",,grid-local,grid,no,1,carried,refs:50
,The Marotte,,,Uncommon,2,The jester's sceptre topped with a miniature of his own head - this card carries a miniature copy of its own skill that triggers separately.,hook: on_trigger,stamp;copy,A stamp that duplicates rather than modifies.,,grid-local,cell,no,1,carried,refs:51
,Mr Punch,,,Rare,3,"The hook-nosed Neapolitan puppet who became England's Punch - destroys an adjacent card and scores, every time, without consequence.",hook: on_trigger,class;destruction,That is the way to do it. A card that gets away with it is genuinely funny.,,grid-local,x,no,1,carried,refs:55
,Till Eulenspiegel,,,Rare,3,The prankster who takes every instruction maliciously literally - this card fulfils the letter of a blind's objective in the least useful way and still scores.,hook: on_score,rule;joke,"A card built on rules-lawyering, which the rule deck makes possible.",,grid-local,cell,no,1,carried,refs:56
,Mountebanks,,,Common,1,Renaissance stage-medicine sellers - cue to sell a card whose effect is not what was advertised.,hook: on_trigger,economy;consumable,"The ancestors of the medicine show, and of the Potion Seller card.",,global,deck,no,1,carried,refs:59
,The Conjurer,,,Rare,3,Bosch's painting of a cups-and-balls show where an accomplice picks the absorbed spectator's pocket - this card steals while an adjacent card holds attention.,hook: on_score,secret;economy,A two-card combo painted in 1502.,,grid-local,x,no,1,carried,refs:62
,The Discoverie of Witchcraft,,,Rare,3,Reginald Scot exposed conjuring methods in 1584 to save accused witches from execution - reveal every hidden card on the board.,hook: on_trigger,info;secret,Exposure as mercy. Better history than any invented flavour.,,grid-local,grid,no,1,carried,refs:63
,The Courier of St Petersburg,,,Epic,5,"Ducrow's signature act, standing astride multiple horses at once - this card occupies two adjacent cells and scores in both lines.",hook: on_score,movement;formation,"A card that straddles two columns, which is a genuinely new geometry.",,grid-local,x,no,2+,carried,refs:73
,Pablo Fanque,,,Legendary,8,"The first Black British circus proprietor, whose 1843 poster the Beatles lifted verbatim for Mr Kite.",hook: on_game_start,leader;naming,A leader whose poster is his signature - the billing itself is the effect.,,global,none,no,1,carried,refs:74
,Lord George Sanger,,,Uncommon,2,The showman who awarded himself a peerage in answer to Buffalo Bill's Honourable - this card promotes itself a rarity tier and charges accordingly.,hook: shop,economy;joke,Self-conferred status as a mechanic.,,global,none,no,1,carried,refs:75
,Carl Hagenbeck,,,Legendary,8,"Revolutionised animal acts with reward-based gentling instead of fear, and invented the cageless enclosure - a leader whose Animal cards never need a trainer adjacent.",hook: on_game_start,leader;class,"The humane alternative, and historically the more successful one.",,grid-local,cell,no,1,carried,refs:76
,The Seven-Person Pyramid,,,Legendary,8,"The Wallendas' seven-person pyramid, and its 1962 collapse - a stack of seven that scores enormously and falls entirely if any card is removed.",hook: on_score,formation;h,"The most famous formation in circus history, with its failure mode included.",,grid-local,h,yes,1,carried,refs:80
,Con Colleano,,,Epic,5,"The Wizard of the Wire, first to land a feet-to-feet forward somersault on the tightwire.",hook: on_trigger,movement;gamble,The forward somersault card's historical anchor.,,grid-local,x,no,1,carried,refs:81
,Bird Millman,,,Rare,3,The Ziegfeld-era wire dancer - a Dancer-class card that moves along a row while scoring formations.,hook: on_trigger,class;movement,Naming source for the wire-dancer card.,,grid-local,x,no,1,carried,refs:82
,Gargantua,,,Epic,5,"Ringling's acid-scarred gorilla, whose forced grin was billed as ferocity - a card whose printed threat is entirely marketing and whose real effect is gentle.",hook: on_score,class;secret,Marketing genius and animal cruelty in the same act. Handle the framing carefully.,,grid-local,cell,no,1,carried,refs:83
,Chang and Eng Bunker,,,Rare,3,"The original conjoined twins, who toured on their own terms and became successful businessmen - two cards that must be placed adjacent and score as one.",hook: on_score,formation;economy,"They controlled their own billing, which is the part worth telling.",,grid-local,x,no,1,carried,refs:84
,Anna Swan and Martin Bates,,,Rare,3,The giantess and the giant who married - two cards that score for their combined height in a stack.,hook: on_score,formation;h,Nearly fifteen feet together.,,grid-local,h,yes,1,carried,refs:85
,Johnny Eck,,,Rare,3,"The Amazing Half-Boy - performer, artist and illusion-builder with his twin. A card that occupies only the upper half of a cell, leaving room beneath.",hook: on_can_place_stack,h;movement,Half a cell is a new placement geometry.,,grid-local,h,yes,1,carried,refs:86
,Prince Randian,,,Rare,3,"The Human Torso, who rolled and lit cigarettes with his lips across forty-five years - a card that produces a token every refill using nothing.",hook: on_refill,charges;class,The Human Cigarette Factory's real name.,,grid-local,cell,no,1,carried,refs:87
,Violet and Daisy Hilton,,,Rare,3,Conjoined-twin vaudeville stars with saxophone and jazz - this card doubles an adjacent card's trigger when both score together.,hook: on_score,combo;formation,Twin harmony as a mechanic.,,grid-local,x,no,1,carried,refs:88
,Betty Broadbent,,,Rare,3,The tattooed lady - five hundred and sixty-five tattoos across forty years. The Illustrated card holds several stamps at once.,hook: on_score,stamp;collection,"The multi-stamp card, with a real body behind it.",,grid-local,cell,no,1,carried,refs:90
,The Living Skeleton and the Fat Lady,,,Uncommon,2,"Battersby and Perkins, the sideshow's beloved odd couple - two cards whose ranks average when they are adjacent.",hook: on_score,formation;rank,Averaging is a verb nothing else in the game has.,,grid-local,x,no,1,carried,refs:91
,Zip the Pinhead,,,Legendary,8,Sixty years performing a mystery Barnum never explained - a card whose effect is never written on it and never told.,hook: on_score,secret;persistence,The purest secret card the game could print.,,grid-local,cell,no,1,carried,refs:92
,The Durov Dynasty,,,Legendary,8,Animal-trainer clowns famed for kindness-based training and political satire.,hook: on_game_start,leader;class,"A leader who is both Clown and Animal Trainer, which no other card is.",,grid-local,cell,no,1,carried,refs:97-101
,Oleg Popov,,,Rare,3,"The Sunshine Clown, gentle and wordless, beloved across the Cold War divide - a card that removes one negative status from every card in its grid.",hook: on_refill,class;buff,"Kindness as a mechanic, which the game has too little of.",,grid-local,grid,no,1,carried,refs:103
,Yuri Nikulin,,,Legendary,8,The clown so beloved he became a film star and ran the Moscow circus.,hook: on_game_start,leader;class,A Clown leader whose signature is fame rather than mischief.,,grid-local,cell,no,1,carried,refs:104
,Karandash,,,Rare,3,"The Pencil, the USSR's defining clown, with his dog Klyaksa - the Inkblot. A card that draws a permanent mark on a cell.",hook: on_trigger,class;creation,A clown who leaves marks on the board is a good fit for the cell-modifier family.,,grid-local,x,no,1,carried,refs:105
,Dzhigitovka,,,Epic,5,Cossack trick riding - hanging off the saddle at full gallop to pick objects off the ground. This card collects a card from a cell it passes without stopping.,hook: on_trigger,movement;class,Movement plus collection in one verb.,,grid-local,x,no,1,carried,refs:107
,Hoop Diving and Chair Stacking,,,Rare,3,"Precision diving through towers of hoops, and chairs balanced to the ceiling - a card that scores for the height of the stack it dives through.",hook: on_score,h;formation,The Chinese source for both the hoop suit and the height coordinate.,,grid-local,h,yes,1,carried,refs:115
,Lion Dance,,,Rare,3,"Two performers inside one lion, pole-jumping in the southern style - two cards that move as one unit.",hook: on_trigger,formation;class,"Paired movement, which is distinct from paired scoring.",,grid-local,x,no,1,carried,refs:117
,Sun Wukong,,,Legendary,8,"The Monkey King's seventy-two transformations - a card that becomes any other card on the board, once per refill.",hook: on_refill,copy;class,"The acrobat role of Chinese opera, and the best copy card available.",,grid-local,cell,no,1,carried,refs:120
,You Meng,,,Rare,3,"The jester of Chu, who impersonated a dead minister so movingly the king restored his family's fortune - a card that copies a card removed from play.",hook: on_trigger,copy;narrative,"Impersonation as advocacy, around 600 BCE.",,grid-local,cell,no,1,carried,refs:121
,Hard Qigong,,,Rare,3,Iron-head and spear-against-throat demonstrations - a card that cannot be destroyed while it is spotlit.,hook: on_spotlight,protection;gamble,Conditioning as armour.,,grid-local,cell,no,1,carried,refs:122
,Money-Suited Cards,,,Rare,3,"Early Chinese decks used currency as suits - coins, strings of coins, myriads.",hook: shop,suit;economy,"The historical precedent for the Gold suit, and the reason it works.",,global,deck,no,1,carried,refs:125
,Daikagura,,,Rare,3,Lion dance and juggling as a Shinto blessing - juggling as literal purification. This card clears every negative status from the line it scores in.,hook: on_score,suit;buff,"Sacred juggling, which recasts the Balls suit entirely.",,grid-local,line,no,1,carried,refs:132
,Kyokugoma,,,Uncommon,2,Edo virtuoso top-spinning; Matsui Gensui toured the West in the 1860s. A spinning card that keeps its effect alive for several refills.,hook: on_refill,movement;prop,A timed effect with a visible spin-down.,,grid-local,cell,no,1,carried,refs:133
,Shokyokusai Tenkatsu,,,Legendary,8,"The superstar female magician of Meiji and Taisho Japan, who ran her own troupe.",hook: on_game_start,leader;class,The Magician leader.,,global,deck,no,1,carried,refs:135
,Karakuri Ningyo,,,Rare,3,Edo clockwork automata - the tea-serving doll that trundles to a guest and waits. A card type that moves itself to a target and stops.,hook: on_refill,type;movement,"Self-moving cards with a destination, not a direction.",,grid-local,x,no,1,carried,refs:136
,Bunraku,,,Epic,5,"Three visible operators animating one puppet, with total audience buy-in - three cards that jointly control a fourth.",hook: on_score,formation;combo,A four-card formation that nothing else in the game resembles.,,grid-local,x,no,1,carried,refs:137
,Sarumawashi,,,Uncommon,2,"Street monkey-trainer performances, a thousand years old - a token that climbs the stack and returns.",hook: on_refill,movement;token,A token with a route rather than a target.,,grid-local,h,yes,1,carried,refs:145
,Mallakhamb,,,Rare,3,"The wrestler's pole - gymnastics performed wrapped around a wooden pole, which makes the column itself the apparatus.",hook: on_score,h;formation,The clearest historical argument that a column is a piece of equipment.,,grid-local,y,no,1,carried,refs:147-151
,The Great Indian Rope Trick,,,Legendary,8,"The most famous trick that probably never existed, largely a newspaper invention of 1890 - a card whose effect is only described, never seen.",hook: on_score,secret;h,A legendary whose whole point is that nobody can prove it happened.,,grid-local,h,yes,1,carried,refs:152
,The Basket Trick,,,Rare,3,A performer vanishes into a basket run through with swords and reappears unharmed in the crowd - a card removed from play that returns to a different cell.,hook: on_refill,protection;movement,"Removal and return, with the swords as the reason it reads as risk.",,grid-local,cell,no,1,carried,refs:153
,The Mango Seed,,,Rare,3,A seed grows into a fruiting tree in minutes under a cloth - a rank-one card that grows while covered.,hook: on_stack_cards,growth;h,An anti-spotlight card that wants to be buried.,,grid-local,h,yes,1,carried,refs:154
,P C Sorcar,,,Legendary,8,"India's great showman-magician, whose 1956 BBC sawing ran past the broadcast cutoff and left a nation believing it had watched a death.",hook: on_trigger,gamble;narrative,"A card whose effect resolves one refill later than expected, on purpose.",,grid-local,cell,no,1,carried,refs:156
,Snake Charming,,,Uncommon,2,"The been and the swaying cobra, which responds to motion rather than to music - a card that pulls another along its column by moving.",hook: on_board_mutated,movement;class,"The correction is the good detail: it follows the instrument, not the tune.",,grid-local,y,no,1,carried,refs:157
,Vidushaka,,,Rare,3,"The Sanskrit-drama jester and Kerala's temple jester-narrator, licensed to mock anyone present.",hook: on_game_start,rule;class,"Another entry in the fool's-licence family, from a different tradition.",,grid-local,grid,no,1,carried,refs:162
,Bed of Nails,,,Uncommon,2,"Ascetic endurance turned spectacle - fire walking and beds of nails recur across Greece, Fiji and India.",hook: on_stack_cards,protection;h,"A card that takes weight without breaking, which the tall-stack family needs.",,grid-local,h,yes,1,carried,refs:163
